UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
6064,M16063,L,304.8,312.8,1653,36.4,113,0
6065,M16064,L,300.4,311.5,1191,45.6,100,0
6066,M16065,L,299.5,309.7,1555,54.4,7,0
6067,M16066,M,298.3,309.3,1632,37.9,157,0
6068,M16067,L,302.2,311.6,1523,32.7,194,0
6069,M16068,M,301.7,310.0,1735,38.9,200,0
6070,M16069,H,299.0,309.6,1294,49.0,158,0
6071,M16070,M,301.2,310.2,1414,51.2,86,0
6072,M16071,H,297.0,305.6,1480,26.4,6,0
6073,M16072,L,300.4,309.1,1667,41.1,227,0
6074,M16073,H,300.9,311.5,1578,25.8,109,1
6075,M16074,L,303.4,313.6,1923,48.8,152,0
6076,M16075,L,298.5,309.2,1395,44.2,49,0
6077,M16076,L,297.4,308.1,1289,30.9,36,0
6078,M16077,M,298.2,307.8,1859,55.2,22,0
6079,M16078,H,297.3,307.3,1283,43.3,202,0
6080,M16079,M,302.7,312.2,1661,42.2,164,0
6081,M16080,L,303.1,312.9,1364,38.2,157,0
6082,M16081,L,300.6,309.7,1169,39.9,233,0
6083,M16082,L,302.4,312.8,1472,36.2,40,0
6084,M16083,L,300.3,311.3,1700,32.7,43,0
6085,M16084,L,299.8,309.0,1320,52.2,48,0
6086,M16085,H,299.3,310.6,1642,35.1,107,0
6087,M16086,L,299.4,309.5,1676,34.8,221,0
6088,M16087,M,296.9,307.1,1311,38.7,223,0
6089,M16088,L,300.5,308.8,1498,54.1,149,0
6090,M16089,H,299.9,308.1,1821,51.2,167,0
6091,M16090,M,301.5,311.6,1655,36.1,227,0
6092,M16091,L,300.2,311.0,1492,52.1,158,0
6093,M16092,M,299.7,309.0,1613,41.1,58,0
6094,M16093,L,298.3,309.9,1416,31.7,178,0
6095,M16094,L,300.1,310.9,1738,35.3,195,0
6096,M16095,L,301.5,310.6,1738,53.6,161,0
6097,M16096,H,297.7,307.7,1561,60.6,69,0
6098,M16097,H,300.2,312.7,1580,43.2,101,0
6099,M16098,M,300.5,309.2,1360,34.4,119,0
6100,M16099,M,298.6,309.1,1297,38.8,37,0
6101,M16100,M,298.8,308.5,1472,32.5,114,0
6102,M16101,H,300.5,311.2,1523,33.9,41,0
6103,M16102,L,297.7,309.0,1729,32.9,126,0
6104,M16103,L,300.7,310.3,1704,39.2,13,0
6105,M16104,L,298.2,309.3,1572,41.2,240,0
6106,M16105,L,302.1,314.3,1752,38.5,62,0
6107,M16106,H,304.7,314.7,1370,37.8,118,0
6108,M16107,L,298.3,309.1,1732,47.5,8,0
6109,M16108,L,301.1,310.5,1398,37.7,49,0
6110,M16109,H,298.5,308.6,1761,38.4,175,0
6111,M16110,M,302.1,311.9,1537,38.3,28,0
6112,M16111,M,297.5,308.3,1181,55.3,159,0
6113,M16112,L,301.0,312.2,1670,35.1,1,0
6114,M16113,M,298.3,308.1,1684,45.9,118,0
6115,M16114,L,299.6,311.1,1457,32.6,182,0
6116,M16115,M,297.9,309.5,1473,43.5,234,0
6117,M16116,L,301.6,312.5,1510,45.4,125,0
6118,M16117,L,298.3,307.8,1194,50.7,213,0
6119,M16118,L,301.1,310.5,1116,36.2,203,0
6120,M16119,M,299.3,308.5,1772,29.0,75,0
6121,M16120,H,299.8,310.7,1391,32.2,221,0
6122,M16121,L,300.3,309.1,1871,49.5,162,0
6123,M16122,L,298.5,309.2,1784,60.6,26,0
6124,M16123,H,300.4,309.3,1820,48.3,238,0
6125,M16124,L,303.1,313.9,1423,27.5,45,0
6126,M16125,L,298.4,308.5,1251,47.9,119,0
6127,M16126,L,302.3,313.7,1344,30.7,118,0
6128,M16127,L,303.0,314.1,1459,36.5,158,0
6129,M16128,L,298.4,309.8,1114,41.9,168,0
6130,M16129,L,297.1,308.6,1454,43.5,59,0
6131,M16130,H,300.6,310.7,1503,40.6,89,0
6132,M16131,L,298.9,307.7,1307,34.0,37,0
6133,M16132,L,303.7,312.7,1353,50.5,32,0
6134,M16133,M,300.1,308.0,1500,34.8,209,0
6135,M16134,M,298.4,307.3,1603,52.4,190,0
6136,M16135,H,297.7,307.8,1380,26.5,112,0
6137,M16136,H,302.2,311.6,1591,42.1,24,0
6138,M16137,M,298.9,308.7,1563,27.9,114,1
6139,M16138,M,300.1,310.6,1547,31.7,74,0
6140,M16139,L,301.9,311.6,1422,34.9,197,0
6141,M16140,L,299.0,307.9,1300,55.1,24,0
6142,M16141,L,299.9,309.9,1843,52.9,114,0
6143,M16142,M,300.0,309.1,1652,48.7,150,0
6144,M16143,L,301.4,311.1,1719,40.3,249,0
6145,M16144,L,301.2,312.5,1524,41.9,23,0
6146,M16145,L,299.6,309.3,1510,52.5,29,0
6147,M16146,M,300.1,311.9,1627,46.9,250,0
6148,M16147,L,299.3,310.7,1211,40.2,103,0
6149,M16148,M,297.0,306.5,1339,54.7,188,0
6150,M16149,H,300.5,309.4,1396,48.1,198,0
6151,M16150,L,303.8,313.7,1458,42.4,80,0
6152,M16151,M,298.2,309.4,1382,35.5,54,0
6153,M16152,L,298.5,308.0,1599,34.6,70,0
6154,M16153,M,298.3,309.2,1554,36.7,193,0
6155,M16154,L,301.4,312.7,1788,44.5,213,0
6156,M16155,H,300.9,310.1,1982,48.3,177,0
6157,M16156,H,299.7,309.0,1313,25.7,112,0
6158,M16157,L,298.2,308.9,1565,20.7,66,0
6159,M16158,L,300.2,310.3,1565,30.6,108,0
6160,M16159,M,296.9,306.2,1536,36.0,231,0
6161,M16160,M,300.3,309.9,1345,51.8,218,0
6162,M16161,H,301.7,311.7,1375,37.2,82,0
6163,M16162,H,297.5,305.9,1582,42.5,83,0
6164,M16163,H,296.9,307.7,1370,44.1,197,0
6165,M16164,M,303.2,312.7,1568,29.9,108,0
6166,M16165,L,298.8,306.0,1495,54.5,145,0
6167,M16166,H,302.3,312.2,1564,33.4,107,0
6168,M16167,L,299.7,309.0,1368,55.4,61,0
6169,M16168,L,299.7,311.4,1567,38.8,48,0
6170,M16169,L,300.9,310.3,1381,36.7,35,0
6171,M16170,L,298.2,307.1,1568,29.0,3,0
6172,M16171,L,300.3,310.8,1779,42.0,71,0
6173,M16172,M,299.2,308.6,1586,62.3,43,0
6174,M16173,M,297.4,306.6,1597,44.1,65,0
6175,M16174,L,300.7,311.2,1685,42.7,19,0
6176,M16175,H,299.5,308.4,1288,33.4,86,0
6177,M16176,M,299.7,308.2,1847,45.9,132,0
6178,M16177,L,297.6,309.3,1350,41.6,239,0
6179,M16178,L,303.2,313.8,1696,39.4,88,0
6180,M16179,M,301.8,311.5,1673,44.9,8,0
6181,M16180,M,301.9,311.9,1378,22.0,92,0
6182,M16181,L,299.4,309.9,1720,39.0,207,0
6183,M16182,L,296.5,307.5,1628,28.1,86,0
6184,M16183,L,303.9,313.1,1877,40.3,74,0
6185,M16184,H,299.9,310.2,1574,32.8,233,0
6186,M16185,L,298.5,308.0,1520,33.5,75,0
6187,M16186,L,300.8,310.6,1447,26.8,245,0
6188,M16187,M,302.3,312.5,1227,51.0,211,0
6189,M16188,L,300.0,309.9,1482,33.3,173,0
6190,M16189,M,302.6,313.3,1490,33.8,151,0
6191,M16190,M,302.2,312.7,1586,55.2,57,0
6192,M16191,L,297.8,306.3,1284,45.6,185,0
6193,M16192,L,298.7,307.3,1496,19.9,88,0
6194,M16193,L,301.9,311.5,1642,53.7,123,0
6195,M16194,H,294.6,306.4,1660,56.3,26,0
6196,M16195,M,299.7,308.8,1206,55.4,75,0
6197,M16196,H,297.1,306.9,1665,46.6,134,0
6198,M16197,H,299.0,308.5,1495,29.1,118,0
6199,M16198,M,299.4,308.8,1506,39.5,87,0
6200,M16199,M,299.3,309.5,1116,25.7,119,0
6201,M16200,H,298.9,310.3,1806,31.4,188,0
6202,M16201,M,297.8,308.3,1571,29.0,116,0
6203,M16202,L,304.6,313.8,1265,33.8,128,0
6204,M16203,L,303.7,316.5,1606,41.6,177,0
6205,M16204,L,297.7,307.8,1601,35.6,213,0
6206,M16205,L,303.2,312.6,1758,35.2,133,0
6207,M16206,L,299.2,310.6,1484,37.1,240,0
6208,M16207,L,300.3,309.8,1541,54.8,89,0
6209,M16208,M,299.9,311.5,1424,61.4,64,0
6210,M16209,H,298.7,307.8,1646,35.5,175,0
6211,M16210,L,302.0,313.4,1399,43.3,44,0
6212,M16211,L,300.3,310.5,1379,31.7,228,0
6213,M16212,H,299.0,310.3,1527,47.6,98,0
6214,M16213,M,297.4,309.3,1320,35.3,177,0
6215,M16214,M,298.2,307.1,1826,33.0,144,0
6216,M16215,M,296.7,308.0,1884,59.8,14,0
6217,M16216,M,300.0,308.6,1458,26.6,179,0
6218,M16217,H,297.6,306.6,1291,15.7,200,0
6219,M16218,H,299.5,308.7,1599,47.3,249,0
6220,M16219,M,302.7,313.2,1453,36.4,105,0
6221,M16220,L,302.4,312.4,1749,33.6,127,0
6222,M16221,L,299.9,309.8,1398,67.0,221,0
6223,M16222,M,299.8,310.0,1636,47.2,68,0
6224,M16223,L,303.8,314.4,1559,39.4,48,0
6225,M16224,H,301.0,311.7,1418,33.0,34,0
6226,M16225,L,299.3,310.4,1582,44.4,247,0
6227,M16226,H,297.1,309.0,1696,22.8,68,0
6228,M16227,M,300.8,310.8,1555,34.9,192,0
6229,M16228,L,301.7,311.1,1556,39.6,114,0
6230,M16229,L,298.7,309.4,1383,42.1,61,0
6231,M16230,L,300.6,309.4,1744,38.6,231,0
6232,M16231,L,299.3,308.6,1726,33.1,117,0
6233,M16232,M,299.6,310.6,1466,49.1,143,0
6234,M16233,H,295.0,304.9,1517,23.6,56,0
6235,M16234,M,299.6,308.3,1792,37.2,82,0
6236,M16235,H,301.9,310.4,1336,34.9,189,0
6237,M16236,H,298.7,308.8,1647,50.0,87,0
6238,M16237,L,300.1,311.2,1439,35.5,128,0
6239,M16238,M,298.5,309.6,1857,44.3,29,0
6240,M16239,L,300.7,310.8,1550,43.3,215,0
6241,M16240,L,299.6,311.6,1765,21.8,187,0
6242,M16241,L,298.1,308.0,1403,39.4,192,0
6243,M16242,L,302.7,312.5,1316,22.7,45,0
6244,M16243,M,301.9,309.3,1497,43.5,125,0
6245,M16244,L,298.8,308.3,1586,32.8,7,0
6246,M16245,L,301.0,311.8,1448,51.7,80,0
6247,M16246,H,301.1,312.6,1675,38.2,88,0
6248,M16247,L,301.3,310.5,1501,32.4,231,0
6249,M16248,M,296.6,307.1,1166,51.9,251,0
6250,M16249,H,302.0,313.1,1638,31.4,156,0
6251,M16250,M,298.9,308.9,1381,48.9,131,0
6252,M16251,M,299.3,307.0,1474,44.6,111,0
6253,M16252,L,305.3,315.5,1817,36.4,5,0
6254,M16253,M,300.6,311.4,1856,26.8,202,0
6255,M16254,L,299.2,308.3,1436,52.3,170,0
6256,M16255,M,295.6,305.3,1642,45.0,164,0
6257,M16256,H,302.8,311.6,1440,32.4,205,0
6258,M16257,L,297.3,304.7,1488,42.4,235,0
6259,M16258,M,298.0,309.0,1431,50.0,99,0
6260,M16259,H,299.3,309.3,1230,41.1,108,0
6261,M16260,M,302.8,314.4,1556,42.4,247,0
6262,M16261,L,301.5,312.4,1591,50.2,168,0
6263,M16262,H,299.7,309.3,1419,55.2,215,0
6264,M16263,H,300.6,310.5,1734,38.8,56,0
6265,M16264,L,298.8,309.4,1461,26.8,80,0
6266,M16265,L,300.3,311.2,1425,27.1,99,0
6267,M16266,H,300.1,310.5,1633,33.2,80,0
6268,M16267,L,301.9,313.0,1263,30.7,224,0
6269,M16268,H,301.9,311.6,1701,23.3,129,0
6270,M16269,L,301.0,310.0,1467,58.3,241,0
6271,M16270,L,299.3,309.2,1716,45.2,81,0
6272,M16271,L,301.5,311.7,1770,34.8,9,0
6273,M16272,L,299.8,308.6,1654,39.7,35,0
6274,M16273,L,297.8,306.5,1394,22.3,55,0
6275,M16274,L,299.2,309.6,1315,51.5,162,0
6276,M16275,L,300.2,309.8,1282,20.7,46,0
6277,M16276,L,301.8,311.7,1736,45.0,97,0
6278,M16277,L,299.6,309.3,1515,21.8,201,0
6279,M16278,L,297.6,309.1,1432,35.9,32,0
6280,M16279,H,300.1,311.4,1515,52.3,20,0
6281,M16280,L,300.2,309.0,1732,23.8,137,0
6282,M16281,M,300.4,309.8,1678,38.5,177,0
6283,M16282,L,301.8,312.7,1617,46.2,230,0
6284,M16283,L,302.0,312.6,1653,44.6,167,0
6285,M16284,L,298.8,308.8,1571,40.7,239,0
6286,M16285,L,298.8,307.6,1593,44.9,62,0
6287,M16286,M,297.9,307.2,1579,34.0,86,0
6288,M16287,H,301.4,310.9,1539,59.1,212,1
6289,M16288,M,302.9,313.2,1674,24.1,205,0
6290,M16289,L,299.4,311.1,1604,51.5,168,0
6291,M16290,L,299.5,308.8,1381,41.9,128,0
6292,M16291,H,302.9,311.9,1634,46.1,4,0
6293,M16292,L,301.0,310.9,1583,47.9,71,0
6294,M16293,M,300.9,311.9,1648,45.5,40,0
6295,M16294,L,297.6,306.2,1520,32.0,13,0
6296,M16295,L,301.4,312.8,1684,37.2,196,0
6297,M16296,L,298.1,308.0,1528,25.6,33,0
6298,M16297,H,297.7,307.0,1669,37.0,90,0
6299,M16298,M,299.3,307.7,1457,43.2,247,0
6300,M16299,L,298.8,309.5,1470,46.0,104,0
6301,M16300,L,299.6,309.4,1647,43.9,36,0
6302,M16301,L,297.1,307.3,1480,22.6,175,0
6303,M16302,L,301.9,311.0,1934,34.4,205,0
6304,M16303,L,302.3,311.9,1640,33.4,71,0
6305,M16304,H,296.1,305.6,1543,27.0,205,0
6306,M16305,M,302.0,311.9,1686,31.7,69,0
6307,M16306,H,298.4,307.7,1453,40.0,175,0
6308,M16307,M,301.7,310.2,1704,54.0,32,0
6309,M16308,M,299.9,312.6,1699,30.6,108,0
6310,M16309,M,300.1,308.7,1763,28.8,132,0
6311,M16310,L,299.6,309.8,1460,34.1,183,0
6312,M16311,L,302.4,310.7,1320,43.3,164,0
6313,M16312,M,297.5,305.5,1430,52.1,216,0
6314,M16313,L,301.2,311.3,1489,39.1,47,0
6315,M16314,L,302.2,312.4,1837,25.7,167,0
6316,M16315,L,301.4,312.7,1932,27.8,32,0
6317,M16316,H,304.6,315.0,1601,41.9,121,0
6318,M16317,H,298.9,308.8,1541,49.9,133,0
6319,M16318,M,301.9,311.0,1476,58.0,7,0
6320,M16319,H,299.8,311.3,1687,28.3,18,0
6321,M16320,H,302.5,313.4,1931,41.4,212,0
6322,M16321,L,300.0,308.7,1859,29.8,73,0
6323,M16322,L,299.2,309.3,1743,31.1,88,0
6324,M16323,M,302.6,312.8,1740,30.3,162,0
6325,M16324,L,299.0,308.7,1688,36.7,56,0
6326,M16325,L,297.2,307.9,1531,31.3,49,0
6327,M16326,M,299.0,309.8,1407,64.5,107,0
6328,M16327,L,301.2,311.0,1535,35.4,15,0
6329,M16328,H,302.8,312.5,1615,49.8,232,0
6330,M16329,L,300.2,311.7,1279,33.5,238,0
6331,M16330,L,302.6,313.6,1512,62.1,113,0
6332,M16331,L,297.3,307.4,1391,43.4,53,0
6333,M16332,M,299.1,307.5,1720,48.3,119,0
6334,M16333,L,299.4,309.8,1441,34.1,25,0
6335,M16334,L,299.8,310.5,1598,49.7,101,0
6336,M16335,M,300.2,307.4,1414,43.3,19,0
6337,M16336,L,301.4,311.6,1825,36.2,179,0
6338,M16337,H,299.1,308.7,1235,29.3,70,0
6339,M16338,M,300.3,310.1,1624,37.6,132,0
6340,M16339,H,299.9,309.0,1310,36.8,3,0
6341,M16340,L,298.1,308.0,1448,48.6,133,0
6342,M16341,L,299.8,311.2,1576,37.7,1,0
6343,M16342,M,299.7,309.3,1585,21.0,234,0
6344,M16343,M,299.7,310.6,1580,46.4,127,0
6345,M16344,L,300.1,309.3,1566,52.8,25,0
6346,M16345,M,300.2,310.9,1424,23.5,86,0
6347,M16346,L,299.1,309.1,1510,57.9,12,0
6348,M16347,H,302.5,312.9,1545,53.8,134,0
6349,M16348,M,297.7,307.7,1574,33.8,31,0
6350,M16349,L,298.6,309.2,1527,28.9,120,0
6351,M16350,L,305.6,313.0,1670,50.4,77,0
6352,M16351,H,297.9,306.5,1556,26.4,193,0
6353,M16352,H,297.3,307.7,1575,33.4,122,0
6354,M16353,L,301.5,309.4,1471,27.0,215,0
6355,M16354,L,295.8,305.3,1351,40.1,238,0
6356,M16355,L,299.5,309.5,1567,54.5,245,0
6357,M16356,M,304.3,313.5,1755,43.7,66,0
6358,M16357,M,296.9,306.2,1618,50.1,194,0
6359,M16358,H,296.0,306.3,1393,36.5,111,0
6360,M16359,M,297.0,308.0,1685,41.0,108,0
6361,M16360,L,301.8,310.8,1479,27.9,220,0
6362,M16361,L,302.2,311.7,1667,39.0,37,0
6363,M16362,M,299.0,308.2,1473,32.6,121,0
6364,M16363,L,301.4,308.9,1602,38.4,150,0
6365,M16364,H,302.8,312.9,1446,37.7,17,0
6366,M16365,L,303.6,314.5,1451,36.9,219,0
6367,M16366,L,299.5,310.5,1259,60.9,80,0
6368,M16367,L,295.4,304.5,1631,57.5,166,0
6369,M16368,L,298.4,307.1,1605,54.0,235,0
6370,M16369,L,299.1,309.2,1615,57.8,182,0
6371,M16370,L,299.5,310.3,1588,54.1,224,0
6372,M16371,L,299.6,309.8,1403,39.8,18,0
6373,M16372,L,302.2,312.5,1712,38.8,125,0
6374,M16373,L,302.5,313.7,1717,42.3,143,0
6375,M16374,L,299.7,308.9,1398,37.9,174,0
6376,M16375,L,302.2,312.0,1634,29.7,30,0
6377,M16376,H,300.7,312.3,1696,42.9,166,0
6378,M16377,M,300.1,309.9,1455,24.5,37,0
6379,M16378,H,301.8,310.5,1486,41.4,17,0
6380,M16379,H,300.1,309.5,1635,30.2,119,0
6381,M16380,L,304.1,313.2,1269,39.2,152,0
6382,M16381,M,297.1,307.5,1344,41.9,242,0
6383,M16382,L,299.0,308.1,1362,36.5,177,0
6384,M16383,H,299.7,310.0,1217,23.8,150,0
6385,M16384,L,300.9,310.1,1733,28.2,54,0
6386,M16385,L,302.5,310.4,1183,44.5,38,0
6387,M16386,H,300.0,310.3,1600,34.5,154,0
6388,M16387,H,297.2,307.3,1684,45.6,56,0
6389,M16388,L,301.7,312.2,1486,40.1,179,0
6390,M16389,L,301.5,310.8,1419,38.0,29,0
6391,M16390,H,296.1,305.3,1581,43.4,86,0
6392,M16391,L,300.0,310.4,1539,33.3,196,0
6393,M16392,H,296.8,308.3,1719,44.0,210,0
6394,M16393,H,298.7,308.7,1068,35.8,87,0
6395,M16394,L,298.2,308.6,1375,65.1,52,0
6396,M16395,L,301.6,311.3,1640,28.8,242,0
6397,M16396,L,300.2,308.7,1548,36.5,193,0
6398,M16397,L,297.4,308.4,1674,36.9,204,0
6399,M16398,M,301.8,312.7,1586,26.6,56,0
6400,M16399,M,297.1,307.8,1515,47.2,107,0
6401,M16400,L,300.7,310.5,1485,35.8,17,0
6402,M16401,L,298.4,309.0,1955,16.4,28,0
6403,M16402,L,299.3,310.2,1814,46.9,56,0
6404,M16403,L,301.0,312.6,1628,33.7,77,0
6405,M16404,M,301.0,312.0,1553,39.0,252,0
6406,M16405,H,302.7,312.7,1635,46.7,107,0
6407,M16406,L,299.8,308.5,1687,36.4,177,0
6408,M16407,H,300.6,310.8,1614,36.3,229,0
6409,M16408,L,299.1,309.4,1405,64.4,62,1
6410,M16409,H,300.4,311.1,1858,18.7,37,0
6411,M16410,L,300.9,312.2,1583,27.3,62,0
6412,M16411,H,299.8,309.7,1899,29.2,223,0
6413,M16412,H,296.4,308.5,1572,57.7,168,0
6414,M16413,M,300.7,308.9,1495,33.6,114,0
6415,M16414,L,300.7,311.1,1787,42.4,208,0
6416,M16415,L,298.6,307.8,1593,35.3,60,0
6417,M16416,M,297.4,305.5,1563,46.0,61,0
6418,M16417,L,303.0,312.7,1324,39.9,144,0
6419,M16418,M,301.0,309.5,1657,42.5,200,0
6420,M16419,M,299.5,309.4,1451,52.7,66,0
6421,M16420,L,297.7,307.8,1459,44.4,53,0
6422,M16421,L,298.4,309.5,1451,32.7,120,0
6423,M16422,L,302.6,311.1,1618,43.1,34,0
6424,M16423,M,300.3,311.2,1264,63.9,189,0
6425,M16424,L,298.9,309.0,1501,45.6,146,0
6426,M16425,L,301.0,312.0,1714,41.5,130,0
6427,M16426,L,298.4,307.9,1316,26.4,221,0
6428,M16427,M,303.0,311.7,1570,47.2,185,0
6429,M16428,H,302.7,311.5,1426,48.6,38,0
6430,M16429,H,299.1,307.8,1467,43.1,106,0
6431,M16430,L,298.7,309.2,1835,41.1,81,0
6432,M16431,M,294.8,306.2,1244,68.0,203,0
6433,M16432,H,297.0,306.5,1676,48.5,182,0
6434,M16433,M,297.3,308.0,1453,52.3,119,0
6435,M16434,L,300.3,308.7,1445,40.7,208,0
6436,M16435,H,299.3,309.5,1340,38.7,104,0
6437,M16436,H,297.3,308.0,1674,46.3,203,0
6438,M16437,L,299.4,308.0,1505,38.7,8,0
6439,M16438,M,301.0,310.8,1482,39.5,34,0
6440,M16439,L,301.1,311.8,1559,44.6,191,0
6441,M16440,L,296.2,303.3,1509,34.9,29,0
6442,M16441,L,299.7,311.1,1181,42.2,173,0
6443,M16442,L,297.2,307.6,1451,40.8,183,0
6444,M16443,M,301.8,312.5,1699,49.6,168,0
6445,M16444,L,301.6,311.2,1269,33.9,207,0
6446,M16445,L,298.2,306.5,1344,20.2,129,0
6447,M16446,L,298.5,309.0,1463,36.9,227,0
6448,M16447,H,299.1,309.0,1409,43.9,144,0
6449,M16448,L,295.5,305.5,1534,49.5,128,0
6450,M16449,M,300.7,311.8,1343,33.1,129,0
6451,M16450,M,299.5,310.2,1470,45.4,231,0
6452,M16451,M,301.9,313.9,1530,51.2,62,0
6453,M16452,L,297.8,308.0,1655,47.4,176,0
6454,M16453,L,298.8,308.1,1762,32.2,61,0
6455,M16454,H,297.0,306.8,1492,33.2,23,0
6456,M16455,L,298.0,308.4,1877,44.3,241,0
6457,M16456,L,297.6,308.7,1506,56.1,33,0
6458,M16457,M,302.0,310.5,1687,40.1,174,0
6459,M16458,M,298.6,308.6,1885,38.4,107,0
6460,M16459,H,300.2,311.9,1564,26.4,212,0
6461,M16460,L,299.2,309.0,1293,36.4,196,0
6462,M16461,H,297.5,308.4,1555,32.9,36,0
6463,M16462,M,299.7,310.2,1430,40.3,118,0
6464,M16463,M,301.2,312.2,1490,25.0,7,0
6465,M16464,L,297.6,306.8,1894,36.7,109,0
6466,M16465,M,301.6,310.8,1320,30.0,177,0
6467,M16466,L,298.3,308.3,1593,49.3,59,0
6468,M16467,H,299.0,307.5,1382,31.5,205,0
6469,M16468,M,301.1,310.8,1484,34.3,13,0
6470,M16469,M,298.7,308.9,1672,42.8,9,0
6471,M16470,H,300.1,311.9,1596,35.5,7,0
6472,M16471,M,299.4,309.8,1499,63.4,71,0
6473,M16472,L,300.3,310.9,1423,49.2,118,0
6474,M16473,L,295.2,306.4,1596,40.2,27,0
6475,M16474,H,296.3,305.4,1845,43.6,252,0
6476,M16475,H,301.2,311.1,1378,16.7,253,0
6477,M16476,H,302.1,314.5,1881,52.2,132,0
6478,M16477,L,298.2,308.1,1754,45.1,144,0
6479,M16478,L,299.5,310.6,1784,39.3,234,0
6480,M16479,L,300.6,311.6,1594,45.6,195,0
6481,M16480,H,301.4,309.9,1749,46.8,42,0
6482,M16481,L,295.9,306.3,1358,35.9,200,0
6483,M16482,L,298.2,308.4,1419,43.8,58,0
6484,M16483,L,299.3,309.7,1676,50.4,109,0
6485,M16484,H,301.4,310.7,1592,44.5,135,0
6486,M16485,M,305.0,313.9,1512,37.5,181,0
6487,M16486,M,299.5,309.1,1091,42.9,38,0
6488,M16487,M,297.2,307.1,1461,53.7,19,0
6489,M16488,M,300.8,312.0,1329,47.8,219,0
6490,M16489,L,302.6,314.5,1627,28.5,209,0
6491,M16490,L,300.2,311.6,1505,45.8,132,0
6492,M16491,L,298.2,309.0,1427,44.5,168,0
6493,M16492,L,301.9,310.9,2012,51.5,182,0
6494,M16493,M,301.3,310.9,1725,40.3,121,0
6495,M16494,L,297.9,308.2,1728,36.3,65,0
6496,M16495,M,300.8,310.1,1933,26.5,122,0
6497,M16496,M,302.0,312.6,1683,33.1,241,0
6498,M16497,L,302.4,313.1,1401,52.0,212,0
6499,M16498,L,299.9,310.4,1380,42.0,118,0
6500,M16499,M,299.3,310.3,1712,39.0,57,1
6501,M16500,L,302.5,311.5,1170,52.8,225,0
6502,M16501,L,297.6,308.5,1525,50.8,161,0
6503,M16502,L,300.9,310.2,1150,32.7,102,0
6504,M16503,M,297.3,306.3,1557,51.9,28,0
6505,M16504,L,302.1,312.7,1692,23.6,190,0
6506,M16505,L,299.5,310.7,1589,44.5,80,0
6507,M16506,M,302.5,313.0,1707,43.4,153,0
6508,M16507,H,301.0,311.0,1891,51.4,144,0
6509,M16508,H,297.6,307.9,1513,43.8,177,0
6510,M16509,L,302.8,313.0,2042,37.6,136,0
6511,M16510,L,303.1,312.0,1577,38.4,159,1
6512,M16511,L,301.8,310.5,1709,66.7,21,0
6513,M16512,L,298.5,308.4,1430,40.8,168,0
6514,M16513,L,299.4,309.5,1829,45.9,49,0
6515,M16514,L,300.3,310.3,1725,20.0,99,0
6516,M16515,L,298.6,309.3,1802,31.8,130,0
6517,M16516,L,303.4,313.2,1549,45.1,174,0
6518,M16517,H,300.3,310.9,1314,24.0,188,0
6519,M16518,M,294.6,304.4,1621,45.4,178,0
6520,M16519,L,300.7,312.5,1235,32.8,24,0
6521,M16520,M,299.3,309.4,1479,29.8,98,0
6522,M16521,L,299.9,312.2,1573,32.8,71,0
6523,M16522,L,299.3,309.6,1965,55.1,101,0
6524,M16523,M,301.6,311.4,1596,43.3,164,0
6525,M16524,L,302.2,311.3,1564,31.0,49,0
6526,M16525,M,300.6,309.1,1528,47.7,127,0
6527,M16526,L,299.3,308.3,1299,48.2,224,0
6528,M16527,M,299.9,309.0,1554,36.2,185,0
6529,M16528,M,300.0,310.4,1557,49.5,184,0
6530,M16529,H,298.4,307.9,1366,50.0,215,0
6531,M16530,L,301.2,311.3,1327,48.4,101,0
6532,M16531,L,300.9,312.2,1453,33.3,192,0
6533,M16532,L,303.1,313.0,1551,28.3,15,0
6534,M16533,H,302.5,314.6,1457,23.2,14,0
6535,M16534,L,298.6,307.5,1351,33.5,84,0
6536,M16535,L,301.6,311.5,1591,36.4,50,0
6537,M16536,L,298.1,307.6,1635,37.2,131,0
6538,M16537,L,301.4,312.3,1561,39.5,46,0
6539,M16538,H,299.0,306.7,1438,57.2,247,0
6540,M16539,M,298.0,306.5,1645,36.6,215,0
6541,M16540,L,300.6,310.5,1505,39.5,249,0
6542,M16541,H,294.7,306.2,1326,22.0,204,0
6543,M16542,L,296.5,306.7,1724,62.1,241,0
6544,M16543,H,299.6,308.3,1602,27.0,93,0
6545,M16544,M,300.2,309.0,1518,33.0,126,0
6546,M16545,L,299.3,310.9,1258,46.9,61,0
6547,M16546,L,296.8,306.2,1406,42.4,161,0
6548,M16547,H,298.4,307.4,1900,56.3,199,0
6549,M16548,L,300.8,312.3,1269,47.1,126,0
6550,M16549,H,301.2,312.2,1494,39.2,75,0
6551,M16550,H,300.0,311.2,1536,50.3,128,0
6552,M16551,M,302.3,311.4,1596,51.5,16,0
6553,M16552,L,300.8,309.3,1271,33.5,182,0
6554,M16553,L,298.5,308.6,1570,49.5,114,0
6555,M16554,M,299.4,309.8,1237,37.8,227,0
6556,M16555,M,297.2,307.6,1556,39.0,234,0
6557,M16556,L,299.8,311.3,1422,41.4,32,0
6558,M16557,H,302.2,310.5,1384,36.2,252,0
6559,M16558,H,301.4,312.2,1688,35.7,245,0
6560,M16559,L,302.8,311.7,1497,49.7,159,0
