UDI,Product ID,Type,Air temperature [K],Process temperature [K],Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF
5252,H59884,H,300.5,309.71,27.35,36.56,1598,40.85,182,0,0,0,0,0
5253,M93733,M,298.19,307.24,25.04,34.09,1585,40.87,69,0,0,0,0,0
5254,L79942,L,302.61,313.99,29.46,40.84,1826,31.2,164,0,0,0,0,0
5255,M22380,M,296.6,306.11,23.45,32.96,1739,25.74,62,0,0,0,0,0
5256,L59067,L,301.57,310.41,28.42,37.26,1442,61.2,58,1,0,0,1,0
5257,L17909,L,297.47,307.91,24.32,34.76,1314,41.27,110,0,0,0,0,0
5258,L86404,L,303.77,314.43,30.62,41.28,1682,36.72,196,0,0,0,0,0
5259,L44431,L,296.91,307.58,23.76,34.43,1421,43.85,147,0,0,0,0,0
5260,M39015,M,302.3,312.03,29.15,38.88,1476,34.55,16,0,0,0,0,0
5261,L45332,L,299.84,310.09,26.69,36.94,1350,39.05,176,0,0,0,0,0
5262,M88166,M,299.27,308.62,26.12,35.47,1654,46.55,139,0,0,0,0,0
5263,L58127,L,300.37,312.05,27.22,38.9,1422,34.38,150,0,0,0,0,0
5264,L94619,L,301.26,312.41,28.11,39.26,1529,40.78,85,0,0,0,0,0
5265,H13530,H,298.19,309.27,25.04,36.12,1532,44.58,133,0,0,0,0,0
5266,L37202,L,298.37,309.16,25.22,36.01,1567,34.85,89,0,0,0,0,0
5267,L94695,L,301.3,311.82,28.15,38.67,1651,33.96,20,0,0,0,0,0
5268,L40172,L,296.59,305.34,23.44,32.19,1493,46.04,203,0,0,0,0,0
5269,M79928,M,298.83,309.46,25.68,36.31,1405,39.67,163,0,0,0,0,0
5270,L69102,L,306.08,316.2,32.93,43.05,1210,30.75,161,0,0,0,0,0
5271,L76823,L,298.06,309.33,24.91,36.18,1553,48.93,46,0,0,0,0,0
5272,L14700,L,302.3,313.1,29.15,39.95,1508,30.2,159,0,0,0,0,0
5273,L29385,L,298.83,309.38,25.68,36.23,1411,42.34,56,0,0,0,0,0
5274,M96052,M,301.02,309.33,27.87,36.18,1546,26.52,165,0,0,0,0,0
5275,L37079,L,301.31,311.22,28.16,38.07,1685,29.92,80,0,0,0,0,0
5276,L19251,L,302.26,311.7,29.11,38.55,1730,29.64,38,0,0,0,0,0
5277,L95197,L,299.6,309.85,26.45,36.7,1266,46.64,218,0,0,0,0,0
5278,L68443,L,303.98,313.56,30.83,40.41,1472,31.91,25,0,0,0,0,0
5279,H66182,H,298.82,308.55,25.67,35.4,1703,49.5,183,0,0,0,0,0
5280,L14698,L,300.47,310.93,27.32,37.78,1814,31.78,24,0,0,0,0,0
5281,H12834,H,300.49,310.06,27.34,36.91,1392,48.21,164,0,0,0,0,0
5282,L41474,L,297.76,307.88,24.61,34.73,1776,32.19,26,0,0,0,0,0
5283,L92229,L,299.43,307.91,26.28,34.76,1299,52.09,122,1,0,1,0,0
5284,M47196,M,300.32,309.49,27.17,36.34,1736,16.2,45,1,0,0,1,0
5285,L62124,L,299.14,309.79,25.99,36.64,1486,32.93,208,1,0,0,0,0
5286,M50946,M,304.88,313.65,31.73,40.5,1808,27.51,96,0,0,0,0,0
5287,H55319,H,298.32,309.57,25.17,36.42,1454,35.17,4,0,0,0,0,0
5288,L14284,L,302.36,313.33,29.21,40.18,1481,42.84,151,0,0,0,0,0
5289,L27079,L,301.71,311.44,28.56,38.29,1512,42.6,107,0,0,0,0,0
5290,M68317,M,299.97,312.97,26.82,39.82,1266,44.66,206,0,0,0,0,0
5291,L63894,L,298.27,309.51,25.12,36.36,1227,46.32,104,0,0,0,0,0
5292,L13988,L,298.46,307.51,25.31,34.36,1624,54.8,99,1,0,0,1,0
5293,L41276,L,298.96,309.71,25.81,36.56,1708,36.14,109,0,0,0,0,0
5294,L16795,L,296.43,306.49,23.28,33.34,1641,17.11,206,1,0,0,1,0
5295,M46230,M,297.99,307.22,24.84,34.07,1316,49.71,141,0,0,0,0,0
5296,L44722,L,297.04,305.97,23.89,32.82,1619,39.86,161,0,0,0,0,0
5297,L85687,L,302.69,313.69,29.54,40.54,1362,51.35,173,0,0,0,0,0
5298,M40436,M,301.24,310.64,28.09,37.49,1606,40.46,225,0,0,0,0,0
5299,L49465,L,301.57,311.47,28.42,38.32,1733,25.82,201,0,0,0,0,0
5300,L44741,L,301.18,310.26,28.03,37.11,1599,42.95,223,1,1,0,0,0
5301,M53362,M,300.33,309.59,27.18,36.44,1792,32.77,82,0,0,0,0,0
5302,L67317,L,302.92,312.79,29.77,39.64,1509,46.34,52,0,0,0,0,0
5303,M78687,M,298.78,309.17,25.63,36.02,1497,50.65,49,0,0,0,0,0
5304,M26050,M,300.21,307.62,27.06,34.47,1547,36.07,206,0,0,0,0,0
5305,L16431,L,301.49,311.51,28.34,38.36,1300,51.08,199,0,0,0,0,0
5306,L39939,L,297.36,306.61,24.21,33.46,1464,47.39,156,0,0,0,0,0
5307,L86489,L,306.19,317.6,33.04,44.45,1480,39.99,15,0,0,0,0,0
5308,L26395,L,300.06,313.0,26.91,39.85,1485,54.24,76,0,0,0,0,0
5309,M84764,M,300.28,309.92,27.13,36.77,1582,44.58,176,0,0,0,0,0
5310,M14462,M,302.51,310.79,29.36,37.64,1276,40.22,60,1,0,1,0,0
5311,L89061,L,301.83,311.95,28.68,38.8,1335,45.01,150,0,0,0,0,0
5312,M72406,M,300.08,309.87,26.93,36.72,1733,39.94,130,0,0,0,0,0
5313,H30780,H,300.26,312.23,27.11,39.08,1184,63.76,63,0,0,0,0,0
5314,H53488,H,296.99,308.66,23.84,35.51,1643,39.84,224,1,1,0,0,0
5315,L83336,L,298.89,309.75,25.74,36.6,1470,41.3,62,0,0,0,0,0
5316,L30584,L,301.03,310.45,27.88,37.3,1563,46.77,215,0,0,0,0,0
5317,L34544,L,300.89,311.57,27.74,38.42,1808,29.94,130,0,0,0,0,0
5318,H46421,H,302.44,312.71,29.29,39.56,1512,29.97,22,0,0,0,0,0
5319,L72637,L,299.76,310.0,26.61,36.85,1644,40.47,200,0,0,0,0,0
5320,L40627,L,297.23,305.67,24.08,32.52,1545,34.05,190,0,0,0,0,0
5321,L93997,L,302.11,313.18,28.96,40.03,1516,59.52,199,1,0,0,1,1
5322,L81298,L,302.87,312.98,29.72,39.83,1494,40.37,153,0,0,0,0,0
5323,L70452,L,301.8,311.7,28.65,38.55,1658,40.24,171,0,0,0,0,0
5324,H29053,H,299.67,309.07,26.52,35.92,1407,35.7,218,1,1,0,0,0
5325,L90118,L,302.09,311.3,28.94,38.15,1337,52.97,31,0,0,0,0,0
5326,L40031,L,306.86,317.18,33.71,44.03,1548,36.8,20,0,0,0,0,0
5327,L89786,L,300.23,308.48,27.08,35.33,1569,35.53,30,0,0,0,0,0
5328,L83990,L,297.38,308.17,24.23,35.02,1216,46.32,209,0,0,0,0,0
5329,L86399,L,298.83,307.77,25.68,34.62,1533,27.04,135,0,0,0,0,0
5330,L46945,L,301.25,309.19,28.1,36.04,1320,41.39,42,1,0,1,0,0
5331,L62010,L,296.79,308.61,23.64,35.46,1645,39.21,34,0,0,0,0,0
5332,L90036,L,300.34,309.48,27.19,36.33,1219,34.63,107,0,0,0,0,0
5333,L61170,L,300.76,310.04,27.61,36.89,1872,38.78,196,0,0,0,0,0
5334,L48721,L,303.07,314.2,29.92,41.05,1476,36.68,193,0,0,0,0,0
5335,H18237,H,302.62,314.47,29.47,41.32,1384,43.37,204,0,0,0,0,0
5336,H98644,H,301.73,310.2,28.58,37.05,1485,20.7,185,1,0,0,1,0
5337,L62866,L,295.67,304.72,22.52,31.57,1632,36.9,15,0,0,0,0,0
5338,L10930,L,301.84,310.96,28.69,37.81,1691,25.54,173,0,0,0,0,0
5339,H23815,H,301.41,312.35,28.26,39.2,1487,35.72,125,0,0,0,0,0
5340,L97410,L,300.51,312.15,27.36,39.0,1283,32.11,174,0,0,0,0,0
5341,M75783,M,296.54,305.46,23.39,32.31,1323,36.26,116,0,0,0,0,0
5342,H55903,H,298.45,309.86,25.3,36.71,1585,34.84,116,0,0,0,0,0
5343,L35931,L,297.67,306.96,24.52,33.81,1708,31.38,30,0,0,0,0,0
5344,L20180,L,295.97,306.31,22.82,33.16,1731,40.18,217,1,1,0,0,0
5345,H87876,H,299.99,308.72,26.84,35.57,1564,21.68,90,0,0,0,0,0
5346,L60890,L,298.4,308.28,25.25,35.13,1704,33.21,140,0,0,0,0,0
5347,L88118,L,305.25,315.14,32.1,41.99,1870,29.85,50,0,0,0,0,0
5348,L52629,L,299.66,309.35,26.51,36.2,1743,29.2,89,0,0,0,0,0
5349,L45981,L,302.59,312.97,29.44,39.82,1696,26.47,209,0,0,0,0,0
5350,M44287,M,296.86,305.85,23.71,32.7,1394,49.92,50,0,0,0,0,0
5351,M99558,M,298.94,308.06,25.79,34.91,1703,50.02,49,0,0,0,0,0
5352,H34809,H,300.19,310.63,27.04,37.48,1616,21.75,63,0,0,0,0,0
5353,L65043,L,298.18,309.53,25.03,36.38,1649,27.36,138,0,0,0,0,0
5354,L81194,L,299.16,309.13,26.01,35.98,1756,24.6,125,0,0,0,0,0
5355,L60882,L,299.56,310.07,26.41,36.92,1598,33.61,42,0,0,0,0,0
5356,L18834,L,299.53,310.29,26.38,37.14,1517,47.81,166,0,0,0,0,0
5357,L26415,L,303.71,314.54,30.56,41.39,1348,46.73,218,1,1,0,0,0
5358,H71123,H,300.76,309.8,27.61,36.65,1483,37.4,48,0,0,0,0,0
5359,M28825,M,300.96,310.18,27.81,37.03,1572,36.57,162,0,0,0,0,0
5360,L86416,L,301.08,310.39,27.93,37.24,1584,33.63,141,0,0,0,0,0
5361,M51726,M,301.23,313.15,28.08,40.0,1578,42.23,79,0,0,0,0,0
5362,L73889,L,299.83,310.34,26.68,37.19,1703,40.53,148,0,0,0,0,0
5363,L37122,L,299.36,309.82,26.21,36.67,1686,38.7,50,0,0,0,0,0
5364,M56107,M,300.33,310.7,27.18,37.55,1524,20.02,200,1,0,0,1,0
5365,L83085,L,302.31,310.99,29.16,37.84,1387,41.42,5,0,0,0,0,0
5366,H22970,H,302.25,314.19,29.1,41.04,1602,34.27,136,0,0,0,0,0
5367,M58591,M,299.52,310.0,26.37,36.85,1928,37.65,77,0,0,0,0,0
5368,L84261,L,301.54,312.26,28.39,39.11,1591,37.92,212,0,0,0,0,0
5369,M66691,M,299.61,307.85,26.46,34.7,1483,43.08,120,0,0,0,0,0
5370,L82127,L,300.07,310.85,26.92,37.7,1629,31.21,193,0,0,0,0,0
5371,L72846,L,299.05,308.7,25.9,35.55,1639,42.47,222,0,0,0,0,0
5372,L11448,L,299.64,308.31,26.49,35.16,1637,44.86,80,0,0,0,0,0
5373,L67417,L,302.68,311.73,29.53,38.58,1775,19.26,211,0,0,0,0,0
5374,M90024,M,300.18,308.92,27.03,35.77,1603,25.38,174,0,0,0,0,0
5375,L86682,L,300.27,308.99,27.12,35.84,1767,38.53,26,0,0,0,0,0
5376,M84619,M,297.11,307.17,23.96,34.02,1575,34.99,25,0,0,0,0,0
5377,L35302,L,299.38,308.99,26.23,35.84,1800,40.07,196,0,0,0,0,0
5378,L39843,L,299.52,309.85,26.37,36.7,1746,34.75,112,0,0,0,0,0
5379,M61716,M,298.34,310.02,25.19,36.87,1696,39.32,119,0,0,0,0,0
5380,L21262,L,300.04,309.91,26.89,36.76,1673,28.27,214,0,0,0,0,0
5381,L15072,L,299.14,306.9,25.99,33.75,1938,32.29,217,0,0,0,0,0
5382,L74401,L,300.16,309.92,27.01,36.77,1723,35.99,27,0,0,0,0,0
5383,L71774,L,300.24,311.44,27.09,38.29,1386,35.82,90,0,0,0,0,0
5384,L45165,L,298.09,308.0,24.94,34.85,1578,44.32,215,0,0,0,0,0
5385,M38363,M,299.2,310.73,26.05,37.58,1489,23.33,197,0,0,0,0,0
5386,L42998,L,300.15,310.61,27.0,37.46,1896,31.88,173,0,0,0,0,0
5387,L11410,L,302.37,310.53,29.22,37.38,1754,22.31,24,0,0,0,0,0
5388,H25659,H,300.51,310.62,27.36,37.47,1891,22.13,149,0,0,0,0,0
5389,L40029,L,298.68,308.97,25.53,35.82,1402,48.76,140,0,0,0,0,0
5390,M44851,M,300.8,311.88,27.65,38.73,1728,24.36,40,0,0,0,0,0
5391,L43784,L,303.42,315.23,30.27,42.08,1296,35.07,186,0,0,0,0,0
5392,L55042,L,301.83,312.74,28.68,39.59,1256,50.25,75,0,0,0,0,0
5393,M56486,M,301.1,311.54,27.95,38.39,1466,30.21,149,0,0,0,0,0
5394,L93380,L,301.45,312.13,28.3,38.98,1800,39.98,87,0,0,0,0,0
5395,M34312,M,302.88,312.71,29.73,39.56,1361,47.25,20,0,0,0,0,0
5396,L36681,L,302.15,310.69,29.0,37.54,1532,31.18,126,0,0,0,0,0
5397,L54576,L,301.13,311.18,27.98,38.03,1743,40.71,74,0,0,0,0,0
5398,L41288,L,302.14,312.5,28.99,39.35,1683,18.53,17,1,0,0,1,0
5399,L22464,L,297.84,306.63,24.69,33.48,1923,33.58,48,0,0,0,0,0
5400,M82011,M,297.0,308.32,23.85,35.17,1536,27.34,149,0,0,0,0,0
5401,L67522,L,300.31,311.32,27.16,38.17,1458,35.12,24,0,0,0,0,0
5402,H83785,H,300.14,308.77,26.99,35.62,1343,38.98,21,0,0,0,0,0
5403,H41895,H,298.91,310.28,25.76,37.13,1471,49.21,227,0,0,0,0,0
5404,L86585,L,301.65,311.34,28.5,38.19,1342,38.69,26,0,0,0,0,0
5405,L65110,L,296.27,305.5,23.12,32.35,1221,46.31,90,0,0,0,0,0
5406,M47084,M,298.93,310.01,25.78,36.86,1879,26.99,32,0,0,0,0,0
5407,H76679,H,299.03,308.98,25.88,35.83,1544,29.26,225,1,1,0,0,0
5408,L47035,L,296.73,308.63,23.58,35.48,1989,20.57,115,0,0,0,0,0
5409,L23621,L,302.99,312.14,29.84,38.99,1388,43.75,27,0,0,0,0,0
5410,L95934,L,297.28,305.55,24.13,32.4,1460,39.03,185,0,0,0,0,0
5411,M12308,M,298.82,308.54,25.67,35.39,1399,47.05,187,0,0,0,0,0
5412,L45555,L,301.82,312.61,28.67,39.46,1423,38.33,216,0,0,0,0,0
5413,M65776,M,301.29,310.36,28.14,37.21,1688,32.27,169,0,0,0,0,0
5414,L55686,L,297.78,306.45,24.63,33.3,1634,41.19,13,0,0,0,0,0
5415,L12380,L,301.36,311.59,28.21,38.44,1688,30.96,132,0,0,0,0,0
5416,L41391,L,300.58,309.12,27.43,35.97,1770,20.86,92,0,0,0,0,0
5417,L11508,L,304.67,314.97,31.52,41.82,1729,39.92,180,0,0,0,0,0
5418,L93633,L,300.81,310.47,27.66,37.32,1359,36.76,142,0,0,0,0,0
5419,L84616,L,299.72,310.21,26.57,37.06,1443,40.23,174,0,0,0,0,0
5420,L93566,L,298.29,306.9,25.14,33.75,1556,31.8,43,0,0,0,0,0
5421,L78517,L,298.51,309.81,25.36,36.66,2187,18.41,105,0,0,0,0,0
5422,L93639,L,298.35,308.17,25.2,35.02,1670,19.12,104,1,0,0,1,0
5423,H45262,H,302.74,313.51,29.59,40.36,1554,39.59,235,1,1,0,0,0
5424,L25517,L,300.04,311.0,26.89,37.85,1653,7.51,5,1,0,0,1,0
5425,L10453,L,301.13,309.97,27.98,36.82,1429,50.47,196,0,0,0,0,0
5426,L13634,L,303.03,313.91,29.88,40.76,1581,44.5,23,0,0,0,0,0
5427,H86509,H,295.28,303.86,22.13,30.71,1702,26.39,19,0,0,0,0,0
5428,L45130,L,302.56,311.19,29.41,38.04,1530,50.16,79,0,0,0,0,0
5429,M91362,M,300.11,312.07,26.96,38.92,1403,57.34,168,0,0,0,0,0
5430,M50250,M,300.87,311.98,27.72,38.83,1521,35.47,163,0,0,0,0,0
5431,M74561,M,298.34,310.42,25.19,37.27,1479,42.03,151,0,0,0,0,0
5432,L69135,L,298.49,308.12,25.34,34.97,1298,45.25,186,0,0,0,0,0
5433,M99283,M,300.98,311.08,27.83,37.93,1435,52.04,56,0,0,0,0,0
5434,L97803,L,304.77,315.3,31.62,42.15,1291,33.23,152,0,0,0,0,0
5435,L70083,L,302.01,311.99,28.86,38.84,1319,41.63,153,0,0,0,0,0
5436,M84230,M,302.53,311.78,29.38,38.63,1335,50.26,157,0,0,0,0,0
5437,L59983,L,299.62,308.72,26.47,35.57,1702,40.17,143,0,0,0,0,0
5438,M37481,M,298.8,309.01,25.65,35.86,1796,31.57,53,0,0,0,0,0
5439,L53144,L,298.44,307.37,25.29,34.22,1266,56.39,219,1,1,0,0,1
5440,M58376,M,299.02,307.93,25.87,34.78,1812,33.5,234,1,1,0,0,0
5441,L83995,L,295.89,306.29,22.74,33.14,1338,43.74,165,0,0,0,0,0
5442,L26475,L,298.55,308.46,25.4,35.31,1666,39.97,107,0,0,0,0,0
5443,L11732,L,298.88,309.82,25.73,36.67,1580,35.77,129,0,0,0,0,0
5444,H61436,H,299.65,309.22,26.5,36.07,1646,35.21,26,0,0,0,0,0
5445,L17119,L,300.26,309.68,27.11,36.53,1331,36.75,87,0,0,0,0,0
5446,L90470,L,300.72,311.15,27.57,38.0,1218,70.51,234,1,0,0,0,1
5447,L59671,L,299.97,309.16,26.82,36.01,1394,37.3,131,0,0,0,0,0
5448,M19829,M,298.84,308.18,25.69,35.03,1610,41.43,135,0,0,0,0,0
5449,L68385,L,296.07,305.45,22.92,32.3,1877,45.79,229,1,1,0,1,0
5450,L45882,L,298.85,308.64,25.7,35.49,1355,31.55,213,0,0,0,0,0
5451,L75945,L,298.06,309.83,24.91,36.68,1518,42.64,136,0,0,0,0,0
5452,L25848,L,300.93,309.56,27.78,36.41,1404,41.0,65,0,0,0,0,0
5453,L76573,L,301.82,313.11,28.67,39.96,1532,51.76,28,0,0,0,0,0
5454,L44684,L,301.88,312.61,28.73,39.46,1197,40.59,207,0,0,0,0,0
5455,M31848,M,301.51,313.08,28.36,39.93,1797,25.86,221,1,1,0,0,0
5456,L11793,L,299.73,312.87,26.58,39.72,1539,36.82,119,0,0,0,0,0
5457,L79829,L,298.96,310.39,25.81,37.24,1696,29.84,23,0,0,0,0,0
5458,L85113,L,298.51,309.43,25.36,36.28,1494,34.67,145,0,0,0,0,0
5459,H88612,H,296.99,305.67,23.84,32.52,1568,52.76,88,0,0,0,0,0
5460,H52698,H,301.98,310.8,28.83,37.65,1733,34.09,38,0,0,0,0,0
5461,M97046,M,299.65,310.01,26.5,36.86,1558,30.5,221,1,1,0,0,0
5462,L11247,L,297.51,305.81,24.36,32.66,1564,33.51,57,0,0,0,0,0
5463,L82167,L,298.35,308.96,25.2,35.81,1396,44.28,171,0,0,0,0,0
5464,L67767,L,298.27,306.13,25.12,32.98,1441,42.45,103,0,0,0,0,0
5465,L77482,L,300.09,311.24,26.94,38.09,1358,37.58,199,0,0,0,0,0
5466,L32476,L,302.13,311.81,28.98,38.66,1406,27.73,168,0,0,0,0,0
5467,M30620,M,299.3,309.43,26.15,36.28,1754,32.26,30,0,0,0,0,0
5468,M94355,M,295.49,304.75,22.34,31.6,1852,30.32,108,0,0,0,0,0
5469,M41095,M,299.62,307.72,26.47,34.57,1317,38.34,62,1,0,1,0,0
5470,L33107,L,299.69,310.92,26.54,37.77,1604,45.96,171,0,0,0,0,0
5471,M27689,M,299.55,310.89,26.4,37.74,1479,43.33,131,0,0,0,0,0
5472,L53094,L,298.75,308.39,25.6,35.24,1779,33.28,82,0,0,0,0,0
5473,L36387,L,300.43,311.1,27.28,37.95,1559,33.88,79,0,0,0,0,0
5474,M42728,M,300.13,309.74,26.98,36.59,1534,51.22,27,0,0,0,0,0
5475,L38856,L,299.95,310.24,26.8,37.09,1405,31.55,51,0,0,0,0,0
5476,L64170,L,300.83,311.58,27.68,38.43,1267,41.25,171,0,0,0,0,0
5477,L55759,L,299.14,309.7,25.99,36.55,1668,30.73,146,0,0,0,0,0
5478,M48095,M,299.03,310.37,25.88,37.22,1597,38.27,85,0,0,0,0,0
5479,M51160,M,302.76,313.28,29.61,40.13,1601,41.07,201,0,0,0,0,0
5480,L73302,L,301.12,311.15,27.97,38.0,1430,29.37,116,0,0,0,0,0
5481,M47550,M,301.65,310.89,28.5,37.74,1509,32.48,191,0,0,0,0,0
5482,L32803,L,302.45,311.97,29.3,38.82,1673,37.82,187,0,0,0,0,0
5483,L20792,L,301.05,311.86,27.9,38.71,1707,28.25,204,0,0,0,0,0
5484,M10956,M,301.86,310.35,28.71,37.2,1329,39.91,204,1,0,1,0,0
5485,M35695,M,296.84,307.95,23.69,34.8,1424,41.61,163,0,0,0,0,0
5486,H69456,H,300.41,310.13,27.26,36.98,1292,36.52,180,0,0,0,0,0
5487,L44120,L,299.63,308.82,26.48,35.67,1570,38.71,186,0,0,0,0,0
5488,M35298,M,303.36,312.26,30.21,39.11,1690,38.81,41,0,0,0,0,0
5489,M12215,M,301.86,312.53,28.71,39.38,1486,38.86,72,0,0,0,0,0
5490,H95219,H,298.74,308.72,25.59,35.57,1419,51.78,25,0,0,0,0,0
5491,L66929,L,300.75,312.33,27.6,39.18,1476,44.61,45,0,0,0,0,0
5492,M68165,M,300.34,309.07,27.19,35.92,1939,29.23,187,0,0,0,0,0
5493,L27889,L,300.91,310.33,27.76,37.18,1744,30.29,227,1,1,0,0,0
5494,L95398,L,297.96,307.87,24.81,34.72,1663,48.49,162,0,0,0,0,0
5495,L65744,L,300.72,309.97,27.57,36.82,1591,30.72,213,0,0,0,0,0
5496,L64691,L,299.54,309.55,26.39,36.4,1533,35.2,76,0,0,0,0,0
5497,L61007,L,300.56,310.88,27.41,37.73,1376,38.35,203,0,0,0,0,0
5498,M43116,M,298.55,309.04,25.4,35.89,1349,45.65,81,0,0,0,0,0
5499,L83942,L,298.83,310.34,25.68,37.19,1436,57.95,215,1,0,0,0,1
5500,M59838,M,302.35,311.04,29.2,37.89,1368,43.85,192,0,0,0,0,0
5501,L80998,L,297.9,308.23,24.75,35.08,1429,37.53,236,1,1,0,0,0
5502,L20138,L,298.04,307.4,24.89,34.25,1517,39.27,199,0,0,0,0,0
5503,L62886,L,299.9,310.33,26.75,37.18,1531,26.93,96,0,0,0,0,0
5504,L88150,L,298.46,308.89,25.31,35.74,1426,38.66,26,0,0,0,0,0
5505,L23652,L,298.23,307.24,25.08,34.09,1622,48.96,210,0,0,0,0,0
5506,L97468,L,300.21,309.31,27.06,36.16,1502,43.44,137,0,0,0,0,0
5507,L19590,L,296.99,307.5,23.84,34.35,1573,46.28,206,0,0,0,0,0
5508,L30179,L,297.98,308.01,24.83,34.86,1405,48.9,93,0,0,0,0,0
5509,L70411,L,304.11,313.89,30.96,40.74,1656,28.92,7,0,0,0,0,0
5510,L29831,L,300.92,311.58,27.77,38.43,1441,55.05,13,0,0,0,0,0
5511,L83759,L,298.51,309.24,25.36,36.09,1816,17.33,161,1,0,0,1,0
5512,H66998,H,300.84,310.31,27.69,37.16,1496,40.97,27,0,0,0,0,0
5513,M62661,M,301.13,310.28,27.98,37.13,1518,21.26,179,1,0,0,1,0
5514,M57659,M,301.99,310.73,28.84,37.58,1639,21.25,101,0,0,0,0,0
5515,L94031,L,299.75,309.78,26.6,36.63,1677,41.65,135,0,0,0,0,0
5516,M39381,M,301.95,310.53,28.8,37.38,1696,28.25,192,0,0,0,0,0
5517,M95748,M,295.92,306.02,22.77,32.87,1846,41.0,61,0,0,0,0,0
5518,M59745,M,297.89,309.1,24.74,35.95,1651,17.31,99,1,0,0,1,0
5519,L32917,L,300.33,309.97,27.18,36.82,1523,36.91,175,0,0,0,0,0
5520,M57879,M,300.66,310.12,27.51,36.97,1442,30.0,220,1,1,0,0,0
5521,M76421,M,298.18,310.17,25.03,37.02,1512,35.28,70,0,0,0,0,0
5522,L92497,L,300.52,312.03,27.37,38.88,1795,44.31,149,0,0,0,0,0
5523,M45693,M,298.75,307.99,25.6,34.84,1292,58.67,228,1,1,0,0,1
5524,L46798,L,299.45,309.59,26.3,36.44,1392,45.27,156,0,0,0,0,0
5525,L53987,L,302.05,312.38,28.9,39.23,1497,25.53,214,0,0,0,0,0
5526,L27577,L,301.82,312.02,28.67,38.87,1389,31.59,226,0,0,0,0,0
5527,M37511,M,298.01,309.82,24.86,36.67,1463,40.43,223,0,0,0,0,0
5528,L33756,L,297.89,307.97,24.74,34.82,1851,24.51,182,0,0,0,0,0
5529,L81525,L,299.18,309.41,26.03,36.26,1483,43.9,133,0,0,0,0,0
5530,L19671,L,299.95,310.64,26.8,37.49,1607,49.06,23,0,0,0,0,0
5531,L29033,L,298.68,309.87,25.53,36.72,1245,38.17,53,0,0,0,0,0
5532,L79821,L,302.08,313.02,28.93,39.87,1342,35.53,61,0,0,0,0,0
5533,M96473,M,300.69,311.23,27.54,38.08,1698,24.3,8,0,0,0,0,0
5534,M47320,M,300.81,309.25,27.66,36.1,1827,29.33,24,0,0,0,0,0
5535,L48875,L,297.47,306.98,24.32,33.83,1574,36.83,71,0,0,0,0,0
5536,L46486,L,302.33,313.15,29.18,40.0,1481,38.85,22,0,0,0,0,0
5537,L69488,L,294.36,304.61,21.21,31.46,1622,42.51,41,0,0,0,0,0
5538,M84608,M,301.67,312.49,28.52,39.34,1100,55.23,13,0,0,0,0,0
5539,L37660,L,301.87,313.76,28.72,40.61,1575,35.91,100,0,0,0,0,0
5540,L54001,L,299.14,307.96,25.99,34.81,1352,42.71,197,0,0,0,0,0
5541,L29594,L,302.55,313.68,29.4,40.53,1674,34.91,195,0,0,0,0,0
5542,M39166,M,299.87,309.54,26.72,36.39,1151,49.3,217,0,0,0,0,0
5543,M45055,M,300.12,311.06,26.97,37.91,1425,34.79,179,0,0,0,0,0
5544,M22764,M,300.68,310.64,27.53,37.49,1528,27.88,59,0,0,0,0,0
5545,M97535,M,306.37,318.5,33.22,45.35,1402,42.01,169,0,0,0,0,0
5546,L35850,L,302.69,312.82,29.54,39.67,1469,35.0,181,0,0,0,0,0
5547,L98174,L,301.4,310.76,28.25,37.61,1693,38.04,130,0,0,0,0,0
5548,L81678,L,298.17,308.59,25.02,35.44,1531,38.01,194,0,0,0,0,0
5549,L44778,L,300.29,310.61,27.14,37.46,1372,41.88,17,0,0,0,0,0
5550,L20456,L,298.37,309.51,25.22,36.36,1700,41.59,143,0,0,0,0,0
5551,L52606,L,301.64,312.09,28.49,38.94,1579,25.05,115,0,0,0,0,0
5552,L73026,L,300.28,312.76,27.13,39.61,1586,50.28,193,0,0,0,0,0
5553,H82206,H,297.75,307.64,24.6,34.49,1379,24.07,31,1,0,0,1,0
5554,M89425,M,300.16,310.06,27.01,36.91,1100,63.69,51,0,0,0,0,0
5555,M61070,M,298.3,307.7,25.15,34.55,1376,43.23,134,0,0,0,0,0
5556,M54429,M,300.3,310.39,27.15,37.24,1359,37.98,227,0,0,0,0,0
5557,L45853,L,298.28,308.51,25.13,35.36,1428,28.36,20,0,0,0,0,0
5558,M19965,M,300.05,310.34,26.9,37.19,1388,36.49,178,0,0,0,0,0
5559,L78470,L,301.5,311.57,28.35,38.42,1555,35.54,49,0,0,0,0,0
5560,M42680,M,299.89,309.28,26.74,36.13,1689,35.48,25,0,0,0,0,0
5561,L93323,L,299.22,308.34,26.07,35.19,1723,44.81,95,0,0,0,0,0
5562,H68519,H,300.41,310.03,27.26,36.88,1682,34.66,140,0,0,0,0,0
5563,L31793,L,301.39,312.54,28.24,39.39,1378,44.14,198,0,0,0,0,0
5564,L34223,L,297.79,309.14,24.64,35.99,1545,39.88,152,0,0,0,0,0
5565,H38717,H,300.52,310.44,27.37,37.29,1809,29.05,118,0,0,0,0,0
5566,L39717,L,302.64,311.69,29.49,38.54,1258,44.02,69,0,0,0,0,0
5567,M30694,M,301.15,311.07,28.0,37.92,1771,31.5,70,0,0,0,0,0
